id,jobTitle,companyName,locations,skills
1032858672,Engineering Supervisor (Seminyak),"PT Sebastian Citra Indonesia2 (Roti O,Polo,Dprima Hotel )",Badung,"engineer, engineering, supervisor"
1032875427,Staff Junior Architect,Manon Design Studio,Denpasar,"junior, staff"
1032840957,CSR (Customer Service Representative),PT Lautan Luas Tbk,Jawa Tengah,"customer, representative, service"
1032723621,Commis 1 - Specialty Restaurant - The St. Regis Jakarta,Marriott International,Jakarta Raya,"jakarta, restaurant"
1032857534,Sales Executive (Kab Bandung),PT Karacoco Nucifera Pratama,Bandung,"and, bandung, executive, kab, les, sales"
1032723504,L2 Desktop Support Engineer,Excis Compliance ltd,Jakarta Raya,"engineer, support"
1032874853,Engineering/Civil Supervisor,The Anvaya Beach Resort Bali,Badung,"engineer, engineering, supervisor"
1032654050,B2B Activation and Event Executive,Philip Morris International,Indonesia,"and, executive"
1032632474,Commis,Marriott International,"Batam,Riau",
1032857471,Vendor Management,PT Dejavu Express,Bogor,management
1032787430,Education Counsellor (Australia) - Kelapa Gading,IDP International Education Specialists,Jakarta Utara,
1032632518,Human Resources Officer,Marriott International,"Batam,Riau","office, officer"
1032723595,Commis 1 - Madeleine House - The St. Regis Jakarta,Marriott International,Jakarta Raya,jakarta
1032875622,Front Office Manager,Marriott International,Jawa Barat,"front, manager, office"
1032707745,Duty Manager,ibis Styles Jakarta Sunter,Jakarta Raya,manager
1032632614,CULTURE & HSE OFFICER,Adira,Jakarta Raya,"office, officer"
1032723540,Transfer Agency Officer,Citigroup Inc.,Jakarta Raya,"office, officer"
1032707669,Duty Manager,Marriott International,Makassar,manager
1032858396,Sales Engineer Industrial (Kimia Pembersih),PT Burlington Indonesia,Banten,"engineer, les, sales"
1032723515,Chief Engineer,Marriott International,Makassar,engineer
1032632583,Chef de Partie - Events,Grand Hyatt Jakarta,Jakarta Raya,chef
1032632420,Direct Sales,PT. Trijaya Maju Totalindo,Jakarta Pusat,"les, sales"
1032875305,Chemistry Teacher,Al-Irsyad Satya Islamic School,Bandung,
1032723497,Full time,Exis,Jakarta Raya,
1032723584,Guest Services Agent (Reception),Marriott International,"Batam,Riau","agent, service"
1032841036,Marketing Campaign Intern,PT Bank Jago Tbk,Jakarta Raya,"intern, marketing"
1032707675,Field Troubleshooter,KONE,Jakarta Raya,"field, les"
1032723589,Commis,Marriott International,Bali,
1032723581,Commis,Colette Lola,Jakarta Selatan,
1032707679,Product Marketing Consultant,Caterpillar,Jakarta Raya,"consultant, marketing, product"
1032654004,Commis I - Employee Dining Room - The St. Regis Jakarta,Marriott International,Jakarta Raya,jakarta
1032856979,Tiktok content creator (for brand),Sagensie Corporation,Jakarta Selatan,"and, content, creator, for"
1032723571,Front Desk Agent,Marriott International,Surabaya,"agent, front"
1032723516,Asst Manager Engineering,Marriott International,Jawa Tengah,"engineer, engineering, manager"
1032654020,IT Officer,Marriott International,Bali,"office, officer"
1032632602,Direct Retail Development Executive,Philip Morris International,Indonesia,"development, executive, retail"
1032632499,Direct Sales,PT. Trijaya Maju Totalindo,Tangerang,"les, sales"
1032654007,Sales Executive,PT. Trijaya Maju Totalindo,Jakarta Utara,"executive, les, sales"
1032723606,"Compliance Officer, Regulatory Reporting",Western Union,Jakarta Raya,"office, officer"
1032723481,E-Commerce Admin dan Warehouse,DIPA Healthcare,Jakarta Pusat,admin
1032707689,OFFICER - PURCHASING (SERPONG),"PT Summarecon Agung, Tbk",Tangerang,"office, officer, purchasing"
1032723553,Cook,Marriott International,Lampung,cook
1032859790,Recruitment Officer,PT Triputra Agro Persada,Jakarta Selatan,"office, officer"
1032723622,Digital Marketing Manager,Marriott International,Makassar,"digital, manager, marketing"
1032773412,Chef de Partie - Specialty Restaurant - The St. Regis Jakarta,Marriott International,Jakarta Raya,"chef, jakarta, restaurant"
1032723468,Tenaga Mekanik,PT INTARAN PERMAI PLANTATION,Kuta,
1032723446,Waitress,Marriott International,Medan,
1032859739,Direct Sales Supervisor (Jakarta),PT Eka Mas Republik (My Republic),Jakarta Selatan,"jakarta, les, sales, supervisor"
1032654038,Sales Executive,PT. Trijaya Maju Totalindo,Tangerang,"executive, les, sales"
1032723528,F&B Secretary,Marriott International,Kuta,
1032892165,FB Supervisor - Madeleine House - The St. Regis Jakarta,Marriott International,Jakarta Raya,"jakarta, supervisor"
1032723599,Restaurant Manager - Madeleine House - The St. Regis Jakarta,Marriott International,Jakarta Raya,"jakarta, manager, restaurant"
1032859196,Survey & Design FTTH/Drafter FTTH (Solo),PT Eka Mas Republik (My Republic),Jawa Tengah,design
1032841077,System Engineer,Wipro Technologies,Sumatera Utara,"engineer, system"
1032723496,Food & Beverage Manager,Marriott International,Makassar,"food, manager"
1032707706,Guru Bimbingan dan Konseling,Alkausar Boarding School Sukabumi,Jawa Barat,guru
1032632480,Education Counselor (Canada) - Pondok Indah,IDP International Education Specialists,Jakarta Selatan,
1032723454,Sales & Marketing Consultant,C&W Services Canada,Jakarta Raya,"consultant, les, marketing, sales"
1032707681,SAP Academy for Sales: Account Executive - Indonesia,SAP,Jakarta Raya,"account, executive, for, indonesia, les, sales"
1032723563,Chef de Partie,Marriott International,Kuta,chef
1032857615,HR Manager,PT LEDOKOMBO,Jember,manager
1032723535,Regional Sales Manager (ASEAN),PT Oracle Electronical Indonesia,Indonesia,"les, manager, sales"
1032723565,Financial Controller,Marriott International,Jakarta Raya,control
9926164,Backend Developer (Java),G2 Comtech Asia Pte Ltd,Jakarta Raya,developer
1032840959,Area Control Manager (Solo),PT Moladin Digital Indonesia,Jawa Tengah,"area, control, manager"
1032840946,Marketing Property,Century 21 Platinum,Jawa Tengah,marketing
1032723613,Senior Software Engineer - Backend,Luno,Jakarta Raya,"engineer, senior"
1032858863,Admin HR (Internship),PT Berjaya Sally Ceria ( Sour Sally ),Jakarta Pusat,"admin, intern, internship"
1032875896,Staff P&C,PT Putra Mandiri Inti Pack,Sidoarjo,staff
1032723556,Front Office Manager,Marriott International,Makassar,"front, manager, office"
1032707764,Senior Solution Engineer – Indonesia,Talend,Jakarta Raya,"engineer, indonesia, senior"
1032723485,Assistant Director of Sales,Marriott International,Jakarta Raya,"assistant, director, les, sales"
1032891766,Admin.Umun dan Keuangan,PT. DPSA,Yogyakarta,admin
1032707684,NetSuite Principal Sales Consultant (ID),PT Oracle Electronical Indonesia,Jakarta Raya,"consultant, les, sales"
1032840999,Mobile Developer,PT. TEBAR DIGITAL KREASI,Jawa Tengah,developer
1032723609,Bartender/Barista - Madeleine House - The St. Regis Jakarta,Marriott International,Jakarta Raya,jakarta
1032707707,Investment Consultant,Citigroup Inc.,Jakarta Raya,consultant
4013518,Sekretaris,PT Osung Moden Solution,Jakarta Selatan,
1032859737,Continuous Improvement & SHE Officer,PT Triputra Agro Persada,Jakarta Selatan,"office, officer"
1032841065,MyPay Advisor,PT Mondelez Indonesia,Jakarta Raya,
1032723555,Waiter/Waitress - Madeleine House - The St. Regis Jakarta,Marriott International,Jakarta Raya,jakarta
1032891334,Staff Internal Control Area (Cirebon),PT Indomobil Finance Indonesia,Cirebon,"area, control, intern, internal, staff"
1032891942,Operator mesin digital print Outdoor,Cendana Printama,Jawa Tengah,"digital, operator"
1032723530,GENERAL MANAGER,Jakarta Consulting,Jakarta Raya,manager
1032891366,Staff Internal Control Area (Balikpapan),PT Indomobil Finance Indonesia,"Balikpapan,Bali","area, control, intern, internal, staff"
1032840982,"Merchant, Indonesia",PT Levi Strauss Indonesia,Jakarta Raya,indonesia
1032904699,Cash & FX Processing,Deutsche Bank,Jakarta Raya,
1032707771,Business Planning Associate (Online Cashback),PT Shopback Mitra Sejahtera,Jakarta Raya,"associate, business"
1032892609,Host/Hostess - All Day Dining - The St. Regis Jakarta,Marriott International,Jakarta Raya,jakarta
1032723576,Guest Service Agent,Marriott International,Bali,"agent, service"
1032654075,Human Resources Coordinator/Executive,Marriott International,Bali,"coordinator, executive"
1032723489,School Driver,PT Kalima Sadamulia (Pendidikan Madania),Bogor,
1032891327,Food & Beverage Manager,Marriott International,Jakarta Raya,"food, manager"
1032707763,CHEFF / KOKI,PT BANGUN GRAHA PUTRA JAYA,Jawa Timur,chef
1032723505,Chef de Partie,Marriott International,Ubud,chef
1032723491,Asst. Director of Finance,Marriott International,Jakarta Raya,"director, finance"
1032723567,Steward,Marriott International,Bali,
1032723588,Purchasing Clerk,Marriott International,Jakarta Raya,purchasing
1032654097,Sales Executive,PT. Trijaya Maju Totalindo,Bekasi,"executive, les, sales"
1032892214,Lead 2D Character Concept Artist (Stylized),Tripledot Studios,Jakarta Raya,lead
1032891263,Sales Executive (Kabupaten Tabanan),PT Sony Indonesia,Bali,"executive, kab, kabupaten, les, sales"
1032858259,Staff Exim,PT Askara Internal,Bekasi,staff
1032654033,Sales Executive,PT. Trijaya Maju Totalindo,Jakarta Pusat,"executive, les, sales"
1032892250,Sr. Process Safety Engineer,PT Solusi Energy Nusantara,Jakarta Barat,engineer
1032654057,Sales Executive,PT. Trijaya Maju Totalindo,Depok,"executive, les, sales"
1032891667,Head Pastry Chef,Colette Lola,Jakarta Pusat,"chef, head"
1032857142,Asisten Apoteker (Jakarta Utara),PT Ultra Sakti,Jakarta Utara,"jakarta, utara"
1032891980,Finance Accounting Staff (Kelapa Gading),PT Indomobil Finance Indonesia,Jakarta Utara,"account, accounting, finance, staff"
1032841044,"Salesforce Developer (6-month contract, Indonesia- based)",PT Pagoda Karya Abadi,Bali,"developer, for, indonesia, les, sales"
1032707791,EII | Research Assistant,Eastspring Investments,Jakarta Raya,assistant
1032707724,COORDINATOR - EVENT INCUBATOR PROGRAM,"PT Summarecon Agung, Tbk",Tangerang,coordinator
1032654065,"Programme Associate, Jakarta, Indonesia",United Nations,Jakarta Raya,"associate, indonesia, jakarta"
1032841057,Creative Conceptor,PT Trans Digital Media,Jakarta Raya,
1032654055,Commis,Marriott International,Jawa Barat,
1032654073,Demi Chef - Employee Dining Room - The St. Regis Jakarta,Marriott International,Jakarta Raya,"chef, jakarta"
1032858818,Videographer dan Photographer,PT. Hyppe Teknologi Indonesia,Jakarta Selatan,
1032891330,Staff Internal Control Area (Gianyar),PT Indomobil Finance Indonesia,Gianyar,"area, control, intern, internal, staff"
1032857803,Analis Kimia (Jakarta Utara),PT Ultra Sakti,Jakarta Utara,"jakarta, utara"
1032723572,Jr. Sous Chef - All Day Dining,Marriott International,Kuta,chef
1032723529,Duty Manager,Marriott International,Bali,manager
1032723448,Engineering Technician,Marriott International,Kuta,"engineer, engineering"
1032891118,Koordinator Credit Marketing Officer New Car (Bandung),PT Indomobil Finance Indonesia,Bandung,"and, bandung, car, marketing, new, office, officer"
1032891200,Sales Executive (Kabupaten Gianyar),PT Sony Indonesia,Gianyar,"executive, kab, kabupaten, les, sales"
1032733958,Customer Engineering Technician,Global Industrial Gases,Cikarang,"customer, engineer, engineering"
1032859672,Sales Force Pekayon,PT Rajawali Anugrah Resources,Bekasi,"for, les, sales"
1032723592,Director of Quality,Marriott International,Jawa Barat,"director, quality"
1032723619,Events Coordinator - Global Energy Materials,McKinsey & Company Indonesia,Jakarta Raya,coordinator
1032859206,Business Administration Control Development System,PT Indomobil Finance Indonesia,Jakarta Timur,"admin, business, control, development, system"
1032707765,ESG Consultant  (Entry Level),ERM Environmental Resources Management,Jakarta Raya,consultant
1032707698,Project Manager - Automation,DANA,Jakarta Selatan,"manager, project"
1032891372,Staff Internal Control Area (Pare),PT Indomobil Finance Indonesia,Kediri,"area, control, intern, internal, staff"
1032891979,Guru Privat Al-Quran (Jakarta Pusat),ALIF IQRA,Jakarta Pusat,"guru, jakarta, privat, pusat"
1032654109,"Private Sector Liaison & Partnership-Building Officer :Improving Workers' Rights, Jakarta, Indonesia",ILO - International Labour Organization,Jakarta Raya,"indonesia, jakarta, office, officer, privat"
1032654115,Chef de Partie - Employee Dining Room - The St. Regis Jakarta,Marriott International,Jakarta Raya,"chef, jakarta"
1032654039,Chef de Cuisine,Marriott International,Jawa Barat,chef
1032892473,Supervisor HRGA,PT Toffin Indonesia,Jakarta Utara,supervisor
1032653992,Manager on Duty,Marriott International,Jawa Barat,manager
1032707784,MANAGER CAFE / RESTO,PT BANGUN GRAHA PUTRA JAYA,Jawa Timur,manager
1032654072,PV Designer,National Oilwell Varco,"Batam,Riau","design, designer"
1032858025,IT Coordinator Site,PT Kerinci Merangin Hidro,Jambi,coordinator
1032654095,Executive Sous Chef,Marriott International,Bali,"chef, executive"
1032707753,Supir Truk,CV. Valz Sukses Mandiri,Jakarta Utara,
1032723499,Commis II,Marriott International,"Balikpapan,Bali",
1032654030,Sales Incentive Strategy and Management Officer,Citigroup Inc.,Jakarta Raya,"and, les, management, office, officer, sales"
1032723492,FB Attendant,Marriott International,Makassar,
1032891703,Online Sales,Perfect Lab,Bogor,"les, sales"
1032892630,Designer - Project Based,PT Solusi Energy Nusantara,Jakarta Barat,"design, designer, project"
1032857648,SUPERVISOR PROJECT ELECTRICAL,PT Cahaya Mutiara Mandiri,Jakarta Timur,"project, supervisor"
1032654008,Commercial Strategic Planning Executive,Philip Morris International,Indonesia,executive
1032859478,SPG SPB,PT Doran Sukses Indonesia,Jawa Tengah,
1032891966,Demi CDP Pearl Kitchen,Marriott International,Jakarta Raya,
1032773495,Purchasing Supervisor,PT ABC Cooking Studio Indonesia,Jakarta Raya,"purchasing, supervisor"
1032892296,Sales Executive (Madiun),LOTUS GROUP,Kediri,"executive, les, sales"
1032891343,Staff Internal Control Area (Kopo),PT Indomobil Finance Indonesia,Bandung,"area, control, intern, internal, staff"
1032707747,Assistant In Room Dining Manager,Marriott International,Jakarta Selatan,"assistant, manager"
1032891215,Senior - Marine & Port Engineer,PT Solusi Energy Nusantara,Jakarta Barat,"engineer, senior"
1032668645,Digital Business Developer - Indonesia,eduCLaaS,Surabaya,"business, developer, digital, indonesia"
1032707672,Consultant - Corporate Sustainability and Climate Change (Associate Level),ERM Environmental Resources Management,Jakarta Raya,"and, associate, consultant, corporate"
1032891580,Merchandiser Modern Store,ACMIC Indonesia,Jakarta Barat,"and, store"
1032654015,Laundry Manager,Marriott International,Jakarta Raya,manager
1032654003,Demi Chef de Partie,Marriott International,Bali,chef
1032654048,PV Drafter,National Oilwell Varco,"Batam,Riau",
1032892655,Housekeeping Attendant,Fairmont,Jakarta Raya,
1032707680,ASISTEN KOKI  (COOK HELPER),PT BANGUN GRAHA PUTRA JAYA,Jawa Timur,cook
1032891919,Guru Privat Al-Quran (Jakarta Barat),ALIF IQRA,Jakarta Barat,"barat, guru, jakarta, privat"
4013515,Karyawan,Mie Sop Mamah,Medan,
1032654044,Fitter.Operations.I,National Oilwell Varco,"Batam,Riau",operation
1032653984,Server - Backstage,Marriott International,Bali,
1032723623,Sous Chef,Marriott International,Bandung,chef
1032892531,Supervisor Toko Offline,CV Pakis Jaya Garmindo,Jawa Tengah,supervisor
1032891946,Event and Marketing Manager,Informa Plc,Jakarta Selatan,"and, manager, marketing"
1032892671,L2 Tech Support Consultant (English & Chinese),SupportYourApp,Jakarta Raya,"consultant, support"
1032840975,Social Media Specialist,PT Kolaborasi Global Sukses,Jakarta Raya,"media, social, specialist"
1032858334,Housekeeping Supervisor (Seminyak),"PT Sebastian Citra Indonesia2 (Roti O,Polo,Dprima Hotel )",Badung,supervisor
1032857058,Videographer and Editor Intern,Sagensie Corporation,Jakarta Selatan,"and, intern"
1032875562,Staff Marketing Frozen Food,PT Laris Manis Utama,Kediri,"food, marketing, staff"
1032733959,CE Project Engineer,Global Industrial Gases,Cikarang,"engineer, project"
1032891266,Sales Executive (Kota Denpasar),PT Sony Indonesia,Denpasar,"executive, kota, les, sales"
1032654040,Commis Chef II - Asian Breakfast,Marriott International,Bali,chef
1032653989,Purchasing Supervisor,Marriott International,Bali,"purchasing, supervisor"
1032840993,Marcom Century 21 Platinum,Century 21 Platinum,Jawa Tengah,
1032841041,Manager - Assurance - IT Transformation,"Pers. KAP Tanudiredja, Wibisana & Rekan (PWC Indonesia)",Jakarta Raya,"for, manager"
1032707777,Social Responsibility Manager,McKinsey & Company Indonesia,Jakarta Raya,"manager, social"
1032891308,Staff Internal Control Area (Sidoarjo),PT Indomobil Finance Indonesia,Sidoarjo,"area, control, intern, internal, staff"
1032874807,Supervisor Quality Sistem,PT Putra Mandiri Inti Pack,Sidoarjo,"quality, supervisor"
1032891320,Staff Internal Control Area (Samarinda),PT Indomobil Finance Indonesia,Samarinda,"area, control, intern, internal, staff"
1032904854,Settlement,Deutsche Bank,Jakarta Raya,
1032654052,"Consultant, Business Development",Shopline,Jakarta Raya,"business, consultant, development"
1032654017,Sales Executive,PT. Trijaya Maju Totalindo,Jakarta Timur,"executive, les, sales"
1032654084,Admin Pembelian / Purchasing,Ska Group Indonesia,Bekasi,"admin, purchasing"
1032859163,Survey & Design FTTH/Drafter FTTH (Jakarta),PT Eka Mas Republik (My Republic),Jakarta Pusat,"design, jakarta"
1032654047,Professional Practice Extension Assistant Professor – Anticipatory Intelligence,Utah State University,Indonesia,assistant
1032857592,Procurement Raw Material Senior Manager (Factory Tangerang),PT PZ Cussons Indonesia,Tangerang,"manager, senior, tangerang"
1032891102,Koordinator Credit Marketing Officer New Car (Palembang),PT Indomobil Finance Indonesia,Palembang,"car, marketing, new, office, officer"
1032891233,Specialist - HSSE,PT Solusi Energy Nusantara,Jakarta Barat,specialist
1032891351,Staff Internal Control Area (Cimahi),PT Indomobil Finance Indonesia,Cimahi,"area, control, intern, internal, staff"
1032891853,SPV Sewing,CV Pakis Jaya Garmindo,Jawa Tengah,spv
1032874974,Credit Marketing Officer,PT Mega Central Finance,Kediri,"marketing, office, officer"
1032653985,FB Associate,Marriott International,Bali,associate
1032840944,.NET Developer,PT Mitra Konsultasi Indonesia,Jakarta Raya,developer
1032723524,Airport Manager,Marriott International,Jakarta Raya,manager
1032653990,Helper.Operations,National Oilwell Varco,"Batam,Riau",operation
1032707662,Trade Ops Finance and Services Manager,Citigroup Inc.,Jakarta Raya,"and, finance, manager, service"
1032654049,Inspector.Inspection.I,National Oilwell Varco,"Batam,Riau",
1032858669,Dept Head of Finance & Procurement Application (Jakarta),PT Kamadjaja Logistics,Jakarta Selatan,"finance, head, jakarta"
1032891961,Guru Privat Al-Quran (Denpasar),ALIF IQRA,Denpasar,"guru, privat"
1032857214,Operation Mineral Expert (Bauxite) (Jakarta Utara),PT CARSURIN,Jakarta Utara,"jakarta, operation, utara"
1032723587,Bartender,Marriott International,Seminyak,
1032857323,CDP Pastry,PT Artisan Kuliner Indonesia,Jakarta Selatan,
1032654058,Sales Executive,PT. Trijaya Maju Totalindo,Jakarta Selatan,"executive, les, sales"
1032858477,Civil Structure Engineer,PT Kerinci Merangin Hidro,Jambi,engineer
1032891970,Kids Club Attendant,Marriott International,Kuta,
1032858037,Accounting & Tax,PT Pelitamaju Multiswakarsa,Jakarta Barat,"account, accounting, tax"
1032841072,Data Analyst,PT Bayer Indonesia,Jakarta Raya,"analyst, data"
1032891362,Staff Internal Control Area (Matraman),PT Indomobil Finance Indonesia,Jakarta Timur,"area, control, intern, internal, staff"
1032803014,Sales Executive - Surabaya,CoLearn,Surabaya,"executive, les, sales, surabaya"
1032858236,SPV Site (Kabupaten Gowa),PT Multi Ardecon,Gowa,"kab, kabupaten, spv"
1032891862,SPV Quality Control,CV Pakis Jaya Garmindo,Jawa Tengah,"control, quality, spv"
1032859002,Leader Quality,PT Askara Internal,Bekasi,"lead, leader, quality"
1032841066,Business Analyst,PT. TEBAR DIGITAL KREASI,Jawa Tengah,"analyst, business"
1032840984,Sales Engineer,PT Keyence Indonesia,Jakarta Selatan,"engineer, les, sales"
1032891289,Staff Internal Control Area (Tabanan),PT Indomobil Finance Indonesia,Bali,"area, control, intern, internal, staff"
1032899456,Sales,PT Distributor Gadget Indonesia,Jakarta Pusat,"les, sales"
1032891377,Staff Internal Control Area (Yogyakarta),PT Indomobil Finance Indonesia,Sleman,"area, control, intern, internal, staff"
1032892751,Junior - Planner & Scheduler,PT Solusi Energy Nusantara,Jakarta Barat,junior
1032891357,Staff Internal Control Area (Pekanbaru),PT Indomobil Finance Indonesia,Pekanbaru,"area, control, intern, internal, staff"
1032654012,Room Controller Supervisor,Marriott International,Seminyak,"control, supervisor"
1032858227,SPV Site (Kabupaten Sukoharjo),PT Multi Ardecon,Jawa Tengah,"kab, kabupaten, spv"
1032773419,Regional Sales Head,SAMPOERNA KAYOE,Jakarta Raya,"head, les, sales"
1032857184,Operation Mineral Expert (Bauxite) (Jakarta Pusat),PT CARSURIN,Jakarta Pusat,"jakarta, operation, pusat"
1032890996,Lead - Quality Assurance,PT Solusi Energy Nusantara,Jakarta Barat,"lead, quality"
1032653986,Merchant Acquisition,Belite,Surabaya,
1032891339,Staff Internal Control Area (Bogor),PT Indomobil Finance Indonesia,Bogor,"area, control, intern, internal, staff"
1032802889,Strategic Account Executive,Branch Metrics,Jakarta Raya,"account, executive"
1032891234,Project Manager - Project Based,PT Solusi Energy Nusantara,Jakarta Barat,"manager, project"
1032892244,Marchendiser,PT SWAKARYA INSAN MANDIRI,Medan,
1032891157,Terapis,BULUEYES,Sleman,
1032891498,Staff Desain Motif Batik,CV Pakis Jaya Garmindo,Jawa Tengah,staff
1032857294,Accounting & Tax Supervisor,PT Askara Internal,Bekasi,"account, accounting, supervisor, tax"
1032654041,Junior Pastry Chef,Marriott International,Seminyak,"chef, junior"
1032857026,Staff Administrasi Packing Label,ACMIC Indonesia,Jakarta Barat,"admin, staff"
1032858023,Barista (Jambi),GOFFEE INDONESIA,Jambi,
1032723449,Accounting Staff,Gokomodo,Jakarta Raya,"account, accounting, staff"
1032858769,Kasir (Jl. Panjang),Hungrypedia,Jakarta Selatan,
1032654031,"Assistant Finance Manager, FP&A & Controlling",Airbus Group,Jawa Barat,"assistant, control, finance, manager"
1032858797,Waiters (Jl. Panjang),Hungrypedia,Jakarta Selatan,
1032900190,Warehouse Supervisor,PT Naku Freight Indonesia,Indonesia,supervisor
1032891454,Project Control Engineer - Project Based,PT Solusi Energy Nusantara,Jakarta Barat,"control, engineer, project"
1032891359,E-Learner Video Project Intern (Jakarta Selatan),PT Graha Karya Informasi,Jakarta Selatan,"intern, jakarta, project, selatan"
1032891292,Staff Internal Control Area (Binjai),PT Indomobil Finance Indonesia,Binjai,"area, control, intern, internal, staff"
1032892768,Food & Beverage Outlet Assistant Manager (Sapori Deli,Fairmont,Jakarta Raya,"assistant, food, manager"
1032840943,"Key Account Executive (HO, Jatim) [PT Tower Bersama Infrastructure Tbk]","PT Tower Bersama Infrastructure, Tbk",Jakarta Selatan,"account, executive"
1032891296,WFH Desk Call (Semarang),PT SWAKARYA INSAN MANDIRI,Demak,
1032841009,Barista,Century 21 Platinum,Jawa Tengah,
1032654064,Merchant Acquisition,Belite,Bandung,
1032891419,HR Recruitment,indohomecare,Jakarta Timur,
1032653991,Sales Executive,PT. Trijaya Maju Totalindo,Jakarta Barat,"executive, les, sales"
1032892613,Marketing,CV Pakis Jaya Garmindo,Jawa Tengah,marketing
1032892693,IT Business Analyst,PT Graha Karya Informasi,Jakarta Selatan,"analyst, business"
1032654127,"Communications Manager, Indonesia",Facebook,Jakarta Raya,"indonesia, manager"
1032891369,Staff Internal Control Area (Medan),PT Indomobil Finance Indonesia,Medan,"area, control, intern, internal, medan, staff"
1032892683,Data Engineer,PT Graha Karya Informasi,Jakarta Selatan,"data, engineer"
1032891434,Staff Fundraising,AMAL KHAIR YASMIN,Bandung,staff
1032892750,Mobile Apps Developer,PT Toffin Indonesia,Jakarta Utara,developer
1032892611,Sr. Risk Assessment Facilitator,PT Solusi Energy Nusantara,Jakarta Barat,
1032892621,Staff GA,CV Pakis Jaya Garmindo,Jawa Tengah,staff
1032653997,SALES OFFICER POOL,Adira,Jakarta Raya,"les, office, officer, sales"
1032891371,Staff Internal Control Area (Kendal),PT Indomobil Finance Indonesia,Jawa Tengah,"area, control, intern, internal, staff"
1032891267,MANAGEMENT TRAINEE – AGUSTUS 2022 - SAMARINDA,PT NUSANTARA SAKTI GROUP (Pontianak),Samarinda,management
1032856931,IR & ER Specialist (Contract 1 year - Factory Tangerang),PT PZ Cussons Indonesia,Tangerang,"specialist, tangerang"
1032892410,3D Modeller - Project Based,PT Solusi Energy Nusantara,Jakarta Barat,project
1032892415,Drafter - Teknik Gambar Bangunan - Sipil,Duta Bangun Cipta,Surabaya,
1032892701,Internal Audit (Jakarta Timur),PT Indomobil Finance Indonesia,Jakarta Timur,"audit, intern, internal, jakarta, timur"
1032841076,"Senior Executive, Analytics Inside Sales",PT The Nielsen Company Indonesia,Jakarta Raya,"executive, les, sales, senior"
1032891108,Network Engineer (Certified CCNA and Non- certified),PT Graha Karya Informasi,Jakarta Selatan,"and, engineer"
1032891934,Document Controller - Project Based,PT Solusi Energy Nusantara,Jakarta Barat,"control, project"
1032892645,SPG Toko Adinata,CV Pakis Jaya Garmindo,Jawa Tengah,
1032892755,Junior - Quality Assurance,PT Solusi Energy Nusantara,Jakarta Barat,"junior, quality"
1032802919,"Officer, Crewing (Temporary Position)",MALAYSIAN BULK CARRIERS,Jakarta Raya,"office, officer"
1032858184,SPV Site (Kota Palembang),PT Multi Ardecon,Palembang,"kota, spv"
1032654071,Cards and Loan Controls Head,Citigroup Inc.,Jakarta Raya,"and, car, control, head"
1032773524,Customer Service Staf,PT Gastiasih Caraka,Jakarta Selatan,"customer, service"
1032891955,Guest Services Agent,Marriott International,Kuta,"agent, service"
1032856881,Manager Keperawatan,Ciputra Hospital,Jakarta Barat,manager
1032891245,Junior - HSSE,PT Solusi Energy Nusantara,Jakarta Barat,junior
1032891307,Staff Internal Control Area (Gresik),PT Indomobil Finance Indonesia,Gresik,"area, control, intern, internal, staff"
1032802865,"JKT - Health Programme Manager, HEO",British Embassy Jakarta,Jakarta Raya,manager
1032891923,Guru Privat Al-Quran (Cirebon),ALIF IQRA,Cirebon,"guru, privat"
1032654026,Content Marketing Specialist,Shopline,Jakarta Raya,"content, marketing, specialist"
1032891360,Emos Business Representative,PT Mahesa Bina Persada,Samarinda,"business, representative"
1032856981,Sales Supervisor (Surabaya),PT Ultra Sakti,Surabaya,"les, sales, supervisor, surabaya"
1032891229,Sales Executive (Surakarta),PT Sony Indonesia,Jawa Tengah,"executive, les, sales"
1032891331,Staff Internal Control Area (Denpasar),PT Indomobil Finance Indonesia,Denpasar,"area, control, intern, internal, staff"
1032773448,Product Specialist - Tax/Payroll,PT Mid Solusi Nusantara,Indonesia,"product, specialist, tax"
1032891155,Kasir,Mie Ayam Bandung 59,Yogyakarta,
1032891930,Banquet Server,Fairmont,Jakarta Raya,
1032875023,Sekretariat,PT Kimika Usaha Prima,Gresik,
1032857823,Bancassurance Specialist Jakarta Utara,PT. BNI Life Insurance,Jakarta Utara,"jakarta, specialist, utara"
1032654106,Sales Executive,PT. Trijaya Maju Totalindo,Bogor,"executive, les, sales"
1032891197,Designer/Lead Drafter,PT Solusi Energy Nusantara,Jakarta Barat,"design, designer, lead"
1032654068,PVHE Designer,National Oilwell Varco,"Batam,Riau","design, designer"
1032891203,Specialist - Cost Engineer,PT Solusi Energy Nusantara,Jakarta Barat,"engineer, specialist"
1032841074,Trainee - Internal Audit (Risk Advisory),Imelda & Rekan,Jakarta Raya,"audit, intern, internal"
1032892519,Leader Packing,CV Pakis Jaya Garmindo,Jawa Tengah,"lead, leader"
1032892710,Customer Service Supervisor,ACMIC Indonesia,Jakarta Barat,"customer, service, supervisor"
1032892687,Specialist - Planner & Scheduler,PT Solusi Energy Nusantara,Jakarta Barat,specialist
1032891893,Finance Accounting Staff (Matraman),PT Indomobil Finance Indonesia,Jakarta Timur,"account, accounting, finance, staff"
1032892608,Food & Beverage Outlet Assistant Manager (VIEW),Fairmont,Jakarta Raya,"assistant, food, manager"
